LOC,SLOC_P,SLOC_L,MVG,BLOC,C_SLOC,CLOC,CWORD,HCLOC,HCWORD,No_Methods,LCOM,AVCC,NOS,HBUG,HEFF,UWCS,INST,PACK,RFC,CBO,MI,CCML,NLOC,F_IN,DIT,MINC,S_R,R_R,COH,LMC,LCOM2,MAXCC,HVOL,HIER,NQU,FOUT,SIX,EXT,NSUP,TCC,NSUB,MPC,NCO,INTR,CCOM,HLTH,MOD,bug_cnt
20,4,3,0,2,0,14,73,10,56,1,0.0,1.0,2,0.01,48.43,1,0,0,1,0,146.74,4,3,0,1,146.5,0,0.0,0.0,0,1,1,27.12,0,0,0,0.0,0,0,1,0,0,1,0,1,11,1,False
75,23,22,0,3,0,49,222,10,56,12,6.0,1.0,19,0.15,1219.44,18,6,2,12,0,175.81,39,20,0,1,155.2,0,0.5,0.0,0,12,1,437.05,0,4,0,0.0,0,1,12,0,0,8,0,13,128,1,False
37,16,15,0,7,0,14,63,10,56,6,5.0,1.0,12,0.09,751.58,11,5,2,6,0,143.25,4,13,0,1,143.25,0,0.5,0.0,0,6,1,269.92,0,0,0,0.0,0,1,6,0,0,6,0,1,75,1,False
32,12,11,0,6,0,14,63,10,56,6,2.0,1.0,9,0.06,424.83,8,2,1,6,0,156.43,4,10,0,1,156.43,0,0.0,0.0,0,6,1,173.81,0,2,0,0.0,0,0,6,0,0,4,0,1,57,1,False
31,14,13,0,3,0,14,63,10,56,6,3.0,1.0,10,0.07,581.55,9,3,2,6,0,155.36,4,11,0,1,155.36,0,0.0,0.0,0,6,1,218.09,0,3,0,0.0,0,0,6,0,0,3,0,1,67,1,False
54,9,8,0,2,0,43,186,10,56,5,0.0,1.0,6,0.03,129.02,5,0,1,5,0,127.66,33,7,0,1,159.88,0,0.0,0.0,0,5,1,82.13,0,1,0,0.0,0,0,5,0,0,4,0,6,33,1,False
66,11,10,0,2,0,53,216,10,56,8,0.0,1.0,9,0.03,116.48,8,0,0,8,0,143.97,43,10,0,1,161.84,0,0.0,0.0,0,8,1,101.65,0,0,0,0.0,0,0,8,0,0,8,0,9,44,1,False
59,14,13,0,3,0,42,182,10,56,6,1.0,1.0,8,0.04,261.35,7,1,4,6,1,140.22,32,9,1,3,158.09,0,0.75,0.0,0,6,1,126.73,0,2,0,0.0,0,3,6,0,0,4,0,7,45,1,False
24,4,3,0,3,0,17,89,10,56,1,0.0,1.0,2,0.01,65.41,1,0,0,1,0,103.18,7,3,0,1,145.47,0,0.0,0.0,0,1,1,35.61,0,0,0,0.0,0,0,1,0,0,1,0,2,13,1,False
69,10,9,0,2,0,57,279,10,56,6,0.0,1.0,7,0.05,321.29,6,0,1,6,0,115.1,47,8,0,1,157.39,0,0.0,0.0,0,6,1,160.65,0,0,0,0.0,0,0,6,0,0,6,0,7,54,1,False
79,16,15,0,3,0,60,272,10,56,5,6.0,1.0,12,0.12,1613.9,11,6,2,5,0,91.54,50,13,0,1,140.01,0,0.0,0.0,0,5,1,363.3,0,1,0,0.0,0,0,5,0,0,4,0,12,93,1,False
40,8,7,0,3,0,29,135,10,56,2,1.0,1.0,4,0.03,275.44,3,1,2,2,0,92.93,19,5,0,1,142.93,0,0.5,0.0,0,2,1,91.12,0,1,0,0.0,0,1,2,0,0,1,0,4,28,1,False
27,5,4,0,4,0,18,90,10,56,1,0.0,1.0,2,0.01,54.79,1,0,1,1,0,97.97,8,3,0,1,146.08,0,0.0,0.0,0,1,1,36.53,0,1,0,0.0,0,0,1,0,0,0,0,1,13,1,False
21,4,3,0,3,0,14,75,10,56,1,0.0,1.0,2,0.01,29.41,1,0,0,1,0,148.44,4,3,0,1,148.21,0,0.0,0.0,0,1,1,19.61,0,0,0,0.0,0,0,1,0,0,1,0,1,9,1,False
109,10,9,0,3,0,96,540,10,56,6,0.0,1.0,7,0.05,254.46,6,0,1,6,0,138.04,86,8,0,1,158.18,0,0.0,0.0,0,6,1,158.56,0,0,0,0.0,0,0,6,0,0,6,0,7,55,1,False
68,12,11,0,7,0,49,230,10,56,5,3.0,1.0,9,0.05,334.21,8,3,1,5,0,114.34,39,10,0,1,156.63,0,0.0,0.0,0,5,1,135.94,0,1,0,0.0,0,0,5,0,0,4,0,9,46,1,False
30,4,3,0,2,0,24,141,10,56,1,0.0,1.0,2,0.01,41.48,1,0,0,1,0,126.89,14,3,0,1,147.03,0,0.0,0.0,0,1,1,27.65,0,0,0,0.0,0,0,1,0,0,1,0,2,11,1,False
16,4,3,0,2,0,10,56,10,56,1,0.0,1.0,2,0.01,41.48,1,0,0,1,0,147.03,0,3,0,1,147.03,0,0.0,0.0,0,1,1,27.65,0,0,0,0.0,0,0,1,0,0,1,0,0,11,1,False
58,10,9,0,3,0,45,254,10,56,1,6.0,1.0,8,0.07,772.89,7,6,0,1,0,121.83,35,9,0,1,114.57,0,0.0,0.0,0,1,1,200.48,0,1,0,0.0,0,0,1,0,0,0,0,8,48,1,False
45,9,9,0,3,0,33,168,10,56,2,4.0,1.0,7,0.07,926.81,6,4,0,2,0,88.08,23,8,0,1,132.21,0,0.0,0.0,0,2,1,216.48,0,1,0,0.0,0,0,2,0,0,1,0,7,54,1,False
37,5,4,0,2,0,30,216,10,56,2,0.0,1.0,3,0.01,46.83,2,0,0,2,0,111.74,20,4,0,1,160.22,0,0.0,0.0,0,2,1,31.22,0,2,0,0.0,0,0,2,0,0,0,0,3,14,1,False
149,30,29,0,5,0,114,717,10,56,19,5.0,1.0,25,0.14,1017.45,24,5,3,19,0,139.51,104,26,0,1,157.39,0,0.5,0.0,0,19,1,425.08,0,4,0,0.0,0,1,19,0,0,15,0,16,142,1,False
50,10,10,0,2,0,38,181,10,56,3,4.0,1.0,8,0.08,1151.26,7,4,0,3,0,89.42,28,9,0,1,139.42,0,0.0,0.0,0,3,1,250.32,0,1,0,0.0,0,0,3,0,0,2,0,8,62,1,False
27,6,5,0,2,0,19,101,10,56,3,0.0,1.0,4,0.02,89.91,3,0,0,3,0,179.99,9,5,0,1,159.37,0,0.0,0.0,0,3,1,54.77,0,0,0,0.0,0,0,3,0,0,3,0,2,22,1,False
31,6,5,0,2,0,23,122,10,56,2,0.0,1.0,3,0.02,82.83,2,0,1,2,0,126.04,13,4,0,1,158.27,0,0.5,0.0,0,2,1,47.22,0,0,0,0.0,0,1,2,0,0,2,0,3,18,1,False
64,13,12,0,2,0,49,254,10,56,3,6.0,1.0,10,0.12,2121.54,9,6,0,3,0,101.38,39,12,0,1,130.76,0,0.0,0.0,0,3,1,364.21,0,0,0,0.0,0,0,3,0,0,3,0,10,83,1,False
40,7,6,0,2,0,31,181,10,56,3,0.0,1.0,4,0.01,54.83,3,0,1,3,0,118.77,21,5,0,1,161.06,0,0.0,0.0,0,3,1,39.22,0,2,0,0.0,0,0,3,0,0,1,0,4,18,1,False
41,5,4,0,2,0,34,201,10,56,2,0.0,1.0,3,0.02,96.32,2,0,0,2,0,120.19,24,4,0,1,157.75,0,0.0,0.0,0,2,1,58.82,0,1,0,0.0,0,0,2,0,0,1,0,3,21,1,False
22,3,2,0,2,0,17,105,10,56,0,0.0,0.0,1,0.01,31.02,0,0,0,0,0,171.0,7,2,0,1,171.0,0,0.0,0.0,0,0,0,15.51,0,0,0,0.0,0,0,0,0,0,0,0,1,6,1,False
29,9,8,0,3,0,17,83,10,56,4,1.0,1.0,6,0.03,194.92,5,1,1,4,0,207.71,7,7,0,1,157.71,0,0.0,0.0,0,4,1,92.97,0,1,0,0.0,0,0,4,0,0,3,0,2,33,1,False
51,12,11,0,3,0,36,182,10,56,5,2.0,1.0,8,0.05,525.75,7,2,2,5,1,137.21,26,9,1,2,155.08,0,0.67,0.0,0,5,1,158.34,0,3,0,0.0,0,2,5,0,0,2,0,7,50,1,False
39,7,6,0,2,0,30,147,10,56,4,0.0,1.0,5,0.02,93.72,4,0,0,4,0,142.34,20,6,0,1,160.21,0,0.0,0.0,0,4,1,62.48,0,2,0,0.0,0,0,4,0,0,2,0,5,26,1,False
40,5,4,0,2,0,33,193,10,56,2,0.0,1.0,3,0.01,46.83,2,0,0,2,0,116.09,23,4,0,1,160.22,0,0.0,0.0,0,2,1,31.22,0,0,0,0.0,0,0,2,0,0,2,0,3,14,1,False
47,7,6,0,2,0,38,209,10,56,4,0.0,1.0,5,0.03,124.44,4,0,0,4,0,116.95,28,6,0,1,159.24,0,0.0,0.0,0,4,1,77.79,0,1,0,0.0,0,0,4,0,0,3,0,5,30,1,False
31,5,4,0,2,0,24,134,10,56,1,0.0,1.0,2,0.01,52.92,1,0,1,1,0,126.06,14,3,0,1,146.2,0,0.5,0.0,0,1,1,30.46,0,0,0,0.0,0,1,1,0,0,1,0,2,12,1,False
35,6,5,0,3,0,26,140,10,56,3,0.0,1.0,4,0.02,76.31,3,0,0,3,0,142.06,16,5,0,1,159.93,0,0.0,0.0,0,3,1,50.87,0,1,0,0.0,0,0,3,0,0,2,0,3,21,1,False
46,25,22,0,8,0,13,69,10,56,16,3.0,1.0,20,0.14,892.73,19,3,1,16,0,157.25,3,23,0,1,157.25,0,0.0,0.0,0,16,1,407.68,0,2,0,0.0,0,0,16,0,0,14,0,1,134,1,False
31,10,9,0,3,0,18,90,10,56,4,2.0,1.0,7,0.04,329.06,6,2,1,4,0,195.8,8,8,0,1,155.92,0,0.0,0.0,0,4,1,134.31,0,2,0,0.0,0,0,4,0,0,2,0,1,43,1,False
41,24,23,0,4,0,13,69,10,56,14,5.0,1.0,20,0.13,976.13,19,5,2,14,0,156.48,3,21,0,1,156.48,0,0.0,0.0,0,14,1,393.84,0,0,0,0.0,0,0,14,0,0,14,0,1,124,1,False
28,8,7,0,2,0,18,90,10,56,3,0.0,1.0,4,0.02,76.43,3,0,2,3,0,199.81,8,5,0,1,159.93,0,0.5,0.0,0,3,1,53.97,0,1,0,0.0,0,1,3,0,0,2,0,1,22,1,False
38,8,7,0,4,0,26,128,10,56,4,0.0,1.0,5,0.02,86.33,4,0,1,4,0,160.73,16,6,0,1,160.49,0,0.0,0.0,0,4,1,58.07,0,1,0,0.0,0,0,4,0,0,3,0,3,25,1,False
41,10,9,0,4,0,27,115,10,56,4,0.0,1.0,5,0.02,98.83,4,0,3,4,1,160.27,17,6,1,2,160.03,0,0.67,0.0,0,4,1,63.22,0,1,0,0.0,0,2,4,0,0,3,0,4,26,1,False
31,8,7,0,5,0,18,90,10,56,3,1.0,1.0,5,0.03,186.92,4,1,1,3,0,196.75,8,6,0,1,156.87,0,0.0,0.0,0,3,1,84.97,0,1,0,0.0,0,0,3,0,0,2,0,1,29,1,False
27,10,9,0,3,0,14,62,10,56,4,2.0,1.0,7,0.04,329.06,6,2,1,4,0,205.92,4,8,0,1,155.92,0,0.0,0.0,0,4,1,134.31,0,1,0,0.0,0,0,4,0,0,3,0,1,43,1,False
30,10,9,0,6,0,14,62,10,56,4,2.0,1.0,7,0.04,329.06,6,2,1,4,0,205.92,4,8,0,1,155.92,0,0.0,0.0,0,4,1,134.31,0,2,0,0.0,0,0,4,0,0,2,0,1,43,1,False
37,16,15,0,3,0,18,90,10,56,8,2.0,1.0,11,0.07,484.53,10,2,3,8,0,206.97,8,12,0,1,156.97,0,0.5,0.0,0,8,1,216.82,0,3,0,0.0,0,1,8,0,0,5,0,1,71,1,False
57,11,10,0,4,0,42,186,10,56,7,0.0,1.0,8,0.04,175.92,7,0,1,7,0,160.21,32,9,0,1,159.97,0,0.0,0.0,0,7,1,113.39,0,1,0,0.0,0,0,7,0,0,6,0,6,45,1,False
55,9,8,0,2,0,44,184,10,56,6,0.0,1.0,7,0.02,78.02,6,0,0,6,0,144.35,34,8,0,1,162.23,0,0.0,0.0,0,6,1,73.02,0,0,0,0.0,0,0,6,0,0,6,0,7,33,1,False
64,15,14,0,3,0,46,199,10,56,7,1.0,1.0,9,0.04,269.35,8,1,4,7,1,140.64,36,10,1,3,158.52,0,0.75,0.0,0,7,1,134.73,0,2,0,0.0,0,3,7,0,0,5,0,8,49,1,False
171,145,99,40,16,0,10,56,10,56,17,0.06,2.06,97,1.1,30334.6,27,10,8,17,0,119.16,0,136,0,1,119.16,0,0.5,0.16,2,68,5,3309.97,0,5,0,0.0,0,1,35,0,0,12,0,0,689,1,True
50,31,24,5,9,0,10,56,10,56,5,3.0,1.0,9,0.05,334.21,8,3,1,5,1,114.34,39,10,1,1,156.63,0,0.0,0.0,0,5,1,135.94,0,1,0,0.0,0,0,5,0,0,4,0,9,46,1,False
94,65,51,13,19,0,10,56,10,56,4,0.11,4.0,42,0.62,35025.9,7,3,8,4,0,102.33,0,56,0,1,102.33,0,0.0,0.42,1,0,7,1874.38,0,2,0,0.0,0,0,16,0,0,2,0,0,359,1,False
483,421,259,104,39,0,23,100,10,56,37,0.0,2.65,232,3.02,103210.0,63,26,32,38,1,114.62,13,388,1,1,114.62,0,0.5,0.03,12,671,14,9054.12,2,16,0,0.0,1,1,98,0,1,21,0,11,1844,1,True
1583,1457,1099,358,22,90,104,916,10,56,15,0.14,21.8,1093,16.09,1897330.0,106,91,4,15,0,23.27,184,1452,0,1,60.83,0,0.0,0.14,8,0,60,48260.1,0,2,0,0.0,0,0,327,0,0,13,0,184,7126,1,True
682,501,393,85,91,2,90,738,10,56,14,0.21,8.43,435,5.99,455956.0,17,3,4,14,0,61.47,82,496,0,1,79.34,0,0.0,0.14,10,62,24,17972.5,0,0,0,0.0,0,0,118,0,0,14,0,82,2969,1,True
264,227,165,38,21,0,16,76,10,56,28,0.11,1.75,160,1.59,48955.5,33,5,9,28,1,119.26,6,217,1,1,119.26,0,0.5,0.09,12,220,6,4756.46,3,4,0,0.0,0,1,49,0,0,24,2,6,1017,2,False
31,13,10,1,4,0,14,63,10,56,2,0.5,1.0,8,0.07,930.0,4,2,1,2,0,167.42,4,11,0,1,127.54,0,0.5,0.75,0,2,1,204.0,0,1,0,0.0,0,1,2,0,0,1,0,1,53,1,False
32,18,13,3,4,0,10,56,10,56,4,0.0,1.0,11,0.06,688.13,4,0,1,4,0,142.17,0,16,0,1,142.17,0,0.5,0.0,0,4,1,181.14,1,0,0,0.0,0,1,4,0,0,4,1,0,55,1,False
29,15,11,2,4,0,10,56,10,56,3,0.0,1.0,9,0.05,628.13,3,0,1,3,0,134.93,0,13,0,1,134.93,0,0.5,0.0,0,3,1,157.14,1,0,0,0.0,0,1,3,0,0,3,1,0,47,1,False
94,72,54,12,12,0,10,56,10,56,12,0.41,1.58,46,0.39,8664.56,14,2,6,12,0,130.59,0,65,0,1,130.59,0,0.5,0.12,4,38,3,1160.7,3,5,0,0.0,0,1,19,0,0,7,0,0,282,2,False
192,162,125,27,15,0,15,72,10,56,14,0.15,2.71,127,1.45,59065.3,17,3,6,14,1,106.63,5,155,1,1,106.63,0,0.5,0.48,6,34,11,4336.81,14,2,0,0.0,0,1,38,0,0,12,1,5,846,1,False
40,24,18,2,6,0,10,56,10,56,4,0.67,1.5,15,0.14,2879.42,5,1,2,4,0,130.61,0,21,0,1,130.61,0,0.5,0.5,1,6,3,414.85,3,1,0,0.0,0,1,6,0,0,3,1,0,101,2,False
55,40,28,9,5,0,10,56,10,56,7,0.17,1.57,23,0.19,3131.87,8,1,4,7,1,132.22,0,35,1,1,132.22,0,0.5,0.86,0,3,3,569.71,1,1,0,0.0,0,1,11,0,0,6,2,0,150,1,False
132,101,75,13,17,0,14,69,10,56,10,0.44,2.2,74,0.84,41704.8,11,1,6,10,1,110.79,4,94,1,1,110.79,0,0.5,0.6,2,18,11,2507.3,12,1,0,0.0,0,1,22,0,0,9,1,4,492,1,False
107,88,67,18,9,0,10,56,10,56,11,0.1,2.09,57,0.63,14981.8,13,2,8,11,1,120.08,0,78,1,1,120.08,0,0.5,0.41,1,39,6,1885.42,8,2,0,0.0,0,1,23,0,0,9,1,0,425,1,False
418,381,295,52,17,0,20,84,10,56,39,0.06,2.13,326,3.59,103154.0,47,8,7,40,1,110.19,10,373,1,1,110.19,0,0.5,0.18,9,603,12,10766.3,9,2,0,0.0,1,1,83,0,1,37,1,10,2204,2,False
158,133,101,31,12,0,13,66,10,56,11,0.2,2.82,99,1.18,40503.0,13,2,9,11,0,107.08,3,123,0,1,107.08,0,0.5,0.32,2,26,8,3530.36,12,3,0,0.0,0,1,31,0,0,8,1,3,702,1,False
106,82,58,18,12,0,12,65,10,56,10,0.28,2.0,50,0.62,14713.2,12,2,6,10,0,119.82,2,75,0,1,119.82,0,0.5,0.25,2,30,5,1865.49,10,2,0,0.0,0,1,20,0,0,8,1,2,419,1,False
187,159,114,36,16,0,12,65,10,56,15,0.05,2.47,108,1.33,43462.9,19,4,7,15,0,112.01,2,151,0,1,112.01,0,0.5,0.3,5,81,6,3991.57,9,1,0,0.0,0,1,37,0,0,14,2,2,811,1,False
239,212,148,38,17,0,10,56,10,56,17,0.06,2.76,153,1.89,88280.9,22,5,6,17,0,105.91,0,205,0,1,105.91,0,0.5,0.26,8,92,11,5656.02,7,5,0,0.0,0,1,47,0,0,12,1,0,1081,1,False
274,242,155,56,22,7,10,64,10,56,4,0.67,1.5,15,0.14,2879.42,5,1,2,4,1,130.61,0,21,0,2,130.61,0,0.67,0.5,1,6,3,414.85,3,1,1,0.0,0,2,6,0,0,3,1,0,101,2,False
104,81,62,16,13,0,10,56,10,56,11,0.2,1.82,61,0.63,17928.6,12,1,6,12,1,119.49,0,74,1,1,119.49,0,0.5,0.82,1,0,7,1876.75,5,1,0,0.0,1,1,20,0,1,10,1,0,417,2,False
50,35,25,8,5,0,10,56,10,56,7,0.25,1.57,21,0.18,3169.89,9,2,3,7,0,132.18,0,31,0,1,132.18,0,0.5,0.71,0,0,3,543.08,0,3,0,0.0,0,1,11,0,0,4,0,0,142,1,False
35,21,15,3,4,0,10,56,10,56,5,0.0,1.0,13,0.08,933.25,5,0,1,5,0,141.89,0,19,0,1,141.89,0,0.5,0.0,0,5,1,245.66,1,0,0,0.0,0,1,5,0,0,5,1,0,73,1,False
32,18,13,2,4,0,10,56,10,56,4,0.0,1.0,11,0.07,873.25,4,0,1,4,0,141.35,0,16,0,1,141.35,0,0.5,0.0,0,4,1,221.66,1,0,0,0.0,0,1,4,0,0,4,1,0,65,1,False
184,153,112,20,19,0,12,58,10,56,22,0.06,1.77,96,0.85,20272.4,26,4,7,22,0,125.07,2,145,0,1,125.07,0,0.5,0.19,5,178,8,2549.89,7,4,0,0.0,0,1,39,0,0,18,1,2,585,2,True
67,50,35,13,7,0,10,56,10,56,8,0.06,1.75,33,0.29,6072.79,15,7,1,8,0,125.73,0,48,0,1,125.73,0,0.0,0.2,1,22,5,874.35,0,1,0,0.0,0,0,14,0,0,7,0,0,214,1,False
294,253,179,55,30,0,11,62,10,56,23,0.05,3.04,194,2.34,102486.0,29,6,6,23,0,108.32,1,241,0,1,108.32,0,0.0,0.21,7,137,10,7005.48,0,1,0,0.0,0,0,70,0,0,22,1,1,1401,1,True
71,50,38,11,11,0,10,56,10,56,3,0.0,3.67,33,0.48,21063.9,3,0,6,3,0,101.57,0,43,0,1,101.57,0,0.0,0.0,2,3,5,1430.89,0,3,0,0.0,0,0,11,0,0,0,0,0,277,1,True
124,103,66,7,11,0,10,56,10,56,4,0.0,2.75,52,0.8,29602.2,4,0,17,4,1,98.75,0,85,0,1,98.75,0,0.0,0.0,2,4,5,2403.32,0,1,1,0.0,0,0,11,0,0,3,0,0,429,1,False
101,57,37,12,11,1,33,117,10,56,7,0.25,1.86,35,0.38,14258.1,9,2,4,7,0,139.34,24,52,0,1,118.73,0,0.0,0.29,0,13,5,1142.31,0,2,0,0.0,0,0,13,0,0,5,1,7,245,1,True
43,20,14,1,4,0,19,71,10,56,2,0.0,1.5,10,0.1,1789.53,2,0,3,2,0,121.83,9,16,0,1,121.59,0,0.5,0.0,0,2,2,298.58,0,0,0,0.0,0,1,3,0,0,2,0,3,67,1,False
56,38,26,8,8,0,10,56,10,56,7,0.5,1.71,23,0.16,2890.61,8,1,2,7,0,132.48,0,35,0,1,132.48,0,0.0,0.57,1,3,2,479.56,1,0,0,0.0,0,0,12,0,0,7,1,0,131,2,False
41,26,22,1,5,0,10,56,10,56,3,0.0,1.0,19,0.21,4631.77,4,1,2,3,0,116.86,0,23,0,1,116.86,0,0.5,1.0,0,1,1,636.36,1,1,0,0.0,0,1,3,0,0,2,1,0,142,1,False
46,31,22,3,5,0,10,56,10,56,7,0.5,1.14,18,0.13,1377.57,8,1,3,7,0,141.68,0,27,0,1,141.68,0,0.5,0.57,0,3,2,399.57,3,0,0,0.0,0,1,8,0,0,7,1,0,112,1,False
78,57,42,11,11,0,10,56,10,56,7,0.17,1.71,34,0.37,10474.7,11,4,6,7,0,123.42,0,50,0,1,123.42,0,0.5,0.39,2,21,5,1106.03,0,4,0,0.0,0,1,12,0,0,3,0,0,259,1,False
59,34,26,7,9,0,16,65,10,56,6,0.4,1.33,22,0.19,3183.77,7,1,2,6,0,181.68,6,31,0,1,131.68,0,0.5,0.67,1,6,2,583.12,0,2,0,0.0,0,1,8,0,0,4,0,1,144,1,False
86,48,37,10,11,0,27,105,10,56,6,0.07,1.67,31,0.33,7289.04,9,3,4,6,0,160.4,17,43,0,1,120.52,0,0.5,0.39,0,14,3,989.73,0,4,0,0.0,0,1,10,0,0,2,0,4,226,1,False
47,33,25,4,4,0,10,56,10,56,7,0.04,1.0,23,0.21,3204.02,11,4,1,7,0,132.25,0,31,0,1,132.25,0,0.5,0.29,0,13,1,619.77,1,0,0,0.0,0,1,7,0,0,7,1,0,156,2,False
941,840,560,175,57,0,44,149,10,56,7,0.5,1.14,18,0.13,1377.57,8,1,3,7,0,141.68,0,27,0,1,141.68,0,0.5,0.57,0,3,2,399.57,3,0,0,0.0,0,1,8,0,0,7,1,0,112,1,False
211,181,140,31,11,0,19,94,10,56,19,0.05,2.32,137,1.65,71218.7,32,13,2,19,0,111.14,9,178,0,1,111.14,0,0.5,0.13,10,177,18,4937.98,4,3,0,0.0,0,1,44,0,0,16,1,9,960,1,False
112,96,59,12,6,0,10,56,10,56,13,0.04,1.54,59,0.61,15405.2,17,4,4,14,0,124.24,0,91,0,1,124.24,0,0.5,0.21,2,55,3,1820.7,1,0,0,0.0,1,1,20,0,1,13,1,0,410,1,False
206,179,108,34,9,0,18,97,10,56,11,0.07,3.91,111,1.29,61499.4,14,3,4,12,1,103.87,8,174,1,1,103.87,0,0.5,0.39,0,4,11,3884.27,5,0,0,0.0,1,1,43,0,1,11,1,8,748,1,False
208,188,133,48,10,0,10,56,10,56,15,0.01,3.47,132,1.74,79871.6,21,6,2,15,0,107.68,0,185,0,1,107.68,0,0.5,0.18,4,71,10,5233.3,5,5,0,0.0,0,1,52,0,0,10,1,0,1012,1,False
226,201,126,43,15,0,10,56,10,56,34,0.03,1.59,120,1.22,31376.9,44,10,7,34,0,129.75,0,193,0,1,129.75,0,0.5,0.07,6,570,5,3673.72,0,8,0,0.0,0,1,54,0,0,26,5,0,854,1,False
39,24,20,2,5,0,10,56,10,56,2,0.0,2.0,17,0.23,8175.68,2,0,2,2,0,108.71,0,21,0,1,108.71,0,0.5,0.0,0,2,3,697.53,2,0,0,0.0,0,1,4,0,0,2,1,0,142,1,False
110,73,50,10,9,0,28,113,10,56,7,0.17,2.0,43,0.42,10704.6,10,3,5,7,0,156.62,18,67,0,1,116.74,0,0.5,0.48,0,8,6,1274.33,1,1,0,0.0,0,1,14,0,0,6,1,5,287,1,False
158,134,94,35,14,0,10,56,10,56,7,0.04,1.0,23,0.21,3204.02,11,4,1,7,1,132.25,0,31,0,2,132.25,0,0.67,0.29,0,13,1,619.77,1,0,1,0.0,0,2,7,0,0,7,1,0,156,2,False
66,49,31,6,7,0,10,56,10,56,6,0.0,1.83,27,0.29,5662.6,8,2,3,6,0,124.98,0,45,0,1,124.98,0,0.5,0.5,0,2,3,858.75,2,0,0,0.0,0,1,11,0,0,6,2,0,203,1,False
40,23,17,3,7,0,10,56,10,56,5,0.12,1.0,14,0.09,951.27,7,2,2,5,0,141.82,0,20,0,1,141.82,0,0.0,0.6,0,5,1,257.81,0,2,0,0.0,0,0,5,0,0,3,2,0,74,2,False
62,42,31,5,10,0,10,56,10,56,6,0.8,1.67,22,0.18,3001.98,7,1,6,6,0,131.83,0,35,0,1,131.83,0,0.5,0.33,0,10,3,527.39,0,2,0,0.0,0,1,10,0,0,4,0,0,133,1,False
39,11,10,0,10,0,18,91,10,56,6,0.0,1.0,7,0.03,85.53,6,0,2,6,0,211.91,8,8,0,1,161.91,0,0.0,0.0,0,6,1,80.53,0,0,0,0.0,0,0,6,0,0,6,0,1,35,1,False
77,44,33,5,15,0,18,91,10,56,10,0.0,1.0,32,0.25,3527.28,21,11,0,10,0,133.14,8,43,0,1,133.14,0,0.0,0.09,0,70,1,749.23,0,1,0,0.0,0,0,10,0,0,9,0,1,186,1,False
142,116,74,22,16,0,10,56,10,56,9,0.09,3.11,77,0.94,27553.9,13,4,11,9,0,109.6,0,104,0,1,109.6,0,0.0,0.33,6,17,8,2811.85,0,1,0,0.0,0,0,28,0,0,8,0,0,581,1,False
103,59,44,5,14,0,30,165,10,56,5,0.15,2.2,38,0.44,11629.9,15,10,7,5,0,113.02,21,51,0,1,112.78,0,0.0,0.22,2,6,3,1314.06,0,1,0,0.0,0,0,11,0,0,4,0,3,285,1,False
299,252,161,45,28,0,19,129,10,56,16,0.03,3.38,168,2.14,77828.3,22,6,6,16,0,104.38,9,239,0,1,104.38,0,0.0,0.2,10,90,6,6421.96,0,2,0,0.0,0,0,54,0,0,14,1,1,1230,1,True
101,80,58,10,11,0,10,56,10,56,10,0.78,1.6,47,0.41,8669.09,11,1,8,10,0,125.3,0,71,0,1,125.3,0,0.5,0.3,2,22,4,1244.29,2,1,0,0.0,0,1,16,0,0,9,1,0,286,2,False
125,108,75,15,7,0,10,56,10,56,13,0.08,1.77,62,0.65,16493.0,17,4,9,13,0,123.97,0,98,0,1,123.97,0,0.5,0.17,2,66,6,1937.46,3,1,0,0.0,0,1,23,0,0,12,1,0,412,2,False
54,34,26,3,10,0,10,56,10,56,6,0.2,1.33,21,0.19,3452.07,7,1,4,6,0,131.4,0,29,0,1,131.4,0,0.5,0.83,1,0,3,577.38,5,1,0,0.0,0,1,8,0,0,5,1,0,143,1,False
311,223,164,28,25,0,63,165,10,56,23,0.08,2.17,189,2.11,61750.3,30,7,7,24,0,150.02,53,215,0,1,110.13,0,0.5,0.22,6,144,7,6340.65,6,2,0,0.0,1,1,50,0,1,21,1,16,1305,1,False
84,60,46,6,6,0,18,90,10,56,9,0.19,1.67,40,0.4,8274.33,11,2,5,9,0,125.09,8,54,0,1,125.09,0,0.5,0.67,2,0,5,1206.95,6,2,0,0.0,0,1,15,0,0,7,1,1,285,1,False
236,174,130,17,23,0,39,125,10,56,21,0.09,2.1,137,1.55,39880.3,28,7,7,22,0,165.99,29,166,0,1,115.99,0,0.5,0.22,8,116,9,4661.55,6,0,0,0.0,1,1,44,0,1,21,1,8,978,1,False
137,91,67,13,15,0,31,114,10,56,11,0.27,1.91,61,0.64,15594.2,14,3,8,11,0,169.96,21,82,0,1,119.96,0,0.5,0.58,2,0,5,1921.8,4,3,0,0.0,0,1,21,0,0,8,1,6,428,1,False
165,136,86,28,19,0,10,56,10,56,20,0.19,1.8,80,0.78,21120.2,23,3,7,20,0,124.6,0,128,0,1,124.6,0,0.5,0.15,5,118,9,2350.71,0,2,0,0.0,0,1,36,0,0,18,1,0,537,2,False
85,52,38,8,9,0,24,100,10,56,8,0.29,1.62,35,0.34,7308.61,9,1,5,8,0,175.11,14,46,0,1,125.11,0,0.5,0.75,2,0,3,1015.94,5,1,0,0.0,0,1,13,0,0,7,1,3,237,1,False
