LOC,SLOC_P,SLOC_L,MVG,BLOC,C_SLOC,CLOC,CWORD,HCLOC,HCWORD,No_Methods,LCOM,AVCC,NOS,HBUG,HEFF,UWCS,INST,PACK,RFC,CBO,MI,CCML,NLOC,F_IN,DIT,MINC,S_R,R_R,COH,LMC,LCOM2,MAXCC,HVOL,HIER,NQU,FOUT,SIX,EXT,NSUP,TCC,NSUB,MPC,NCO,INTR,CCOM,HLTH,MOD,bug_cnt
222,140,70,30,23,2,59,191,10,56,10,0.33,1.4,36,0.33,6765.66,12,2,4,10,0,170.72,27,58,0,1,130.84,0,0.5,0.2,0,26,5,986.21,1,1,0,0,0,1,14,0,0,9,0,10,242,1,False
65,50,39,5,5,1,10,57,10,56,8,0.14,1.38,39,0.4,7606.37,9,1,5,9,0,125.02,1,44,0,1,125.02,0,0.5,0.88,0,0,3,1188.01,2,0,0,0,1,1,11,0,1,8,1,1,274,1,False
90,79,56,9,1,1,10,57,10,56,12,0.0,1.42,52,0.55,10826.1,14,2,6,13,0,125.19,1,72,0,1,125.19,0,0.5,0.5,1,6,3,1635.8,2,3,0,0,1,1,17,0,1,9,1,1,375,1,False
93,76,54,12,7,0,10,56,10,56,10,0.11,1.7,47,0.44,9905.87,13,3,5,10,2,124.83,0,70,2,1,124.83,2,0.25,0.23,2,38,4,1320.55,3,1,0,0,0,1,17,2,0,9,1,0,290,2,False
27,13,10,1,4,0,10,56,10,56,2,0.0,1.0,8,0.06,865.01,3,1,1,2,0,127.78,0,11,0,1,127.78,0,0.0,1.0,0,2,1,172.4,0,0,0,0,0,0,2,0,0,2,1,0,47,1,False
48,35,23,3,3,1,10,57,10,56,8,0.21,1.12,19,0.16,1994.66,10,2,3,8,1,140.87,1,31,0,1,140.87,0,0.0,0.31,1,20,2,482.27,0,1,1,0,0,0,9,0,0,7,1,1,129,1,False
61,43,33,4,8,1,10,57,10,56,8,0.71,1.12,29,0.22,3371.55,9,1,2,8,0,132.51,1,40,0,1,132.51,0,0.5,0.38,5,16,2,660.95,0,2,0,0,0,1,9,0,0,6,0,1,167,1,False
20,5,4,0,2,0,13,59,10,56,2,0.0,1.0,3,0.01,38.51,2,0,0,2,0,210.88,3,4,0,1,160.88,0,0.0,0.0,0,2,1,33.51,0,0,0,0,0,0,2,0,0,2,0,1,15,1,False
130,111,81,11,8,2,11,59,10,56,15,0.07,1.73,69,0.6,15190.3,18,3,5,15,0,124.75,3,105,0,1,124.75,0,0.5,0.27,7,71,7,1788.79,2,1,0,0,0,1,26,0,0,14,1,3,410,1,False
45,20,14,2,5,0,20,73,10,56,3,0.0,1.33,10,0.14,2821.92,4,1,2,3,0,150.34,10,17,0,1,129.72,0,0.5,1.0,0,0,2,412.52,1,1,0,0,0,1,4,0,0,2,1,3,97,1,False
87,51,38,10,11,1,25,84,10,56,7,0.0,1.86,32,0.43,10461.0,7,0,5,7,0,163.29,16,45,0,1,123.4,0,0.5,0.0,2,7,3,1280.51,3,3,0,0,0,1,13,0,0,4,1,6,279,1,False
52,18,12,3,6,0,28,129,16,88,3,0.0,1.0,9,0.05,709.73,3,0,2,3,0,134.74,12,15,0,1,134.51,0,0.5,0.0,0,3,1,160.95,1,0,0,0,0,1,3,0,0,3,1,3,48,1,False
86,59,40,8,14,0,13,61,10,56,9,0.62,1.44,30,0.31,5596.42,10,1,7,9,1,131.12,3,51,1,1,131.12,1,0.33,0.44,2,13,3,919.66,2,2,0,0,0,1,13,1,0,7,1,1,220,2,False
44,30,17,2,4,1,10,57,10,56,5,0.5,1.2,13,0.11,1569.88,6,1,3,5,0,140.07,1,26,0,1,140.07,0,0.0,0.6,1,2,2,341.17,0,0,0,0,0,0,6,0,0,5,0,1,89,1,True
61,31,24,6,4,2,26,104,16,88,3,0.0,2.33,22,0.21,5601.36,3,0,4,3,0,113.76,12,26,0,1,113.52,0,0.5,0.0,2,3,4,632.75,3,2,0,0,0,1,7,0,0,1,1,4,134,1,False
632,399,281,98,54,7,179,311,10,56,48,0.13,2.35,280,3.41,127837.0,51,3,13,48,0,138.37,176,385,0,1,117.76,0,0.5,0.2,12,556,9,10215.2,0,11,0,0,0,1,113,0,0,37,2,41,2096,1,True
52,18,12,3,6,0,28,129,16,88,3,0.0,1.0,9,0.05,709.73,3,0,2,3,0,134.74,12,15,0,1,134.51,0,0.5,0.0,0,3,1,160.95,1,0,0,0,0,1,3,0,0,3,1,3,48,1,False
381,224,145,66,4,0,153,297,16,88,42,0.03,1.64,130,1.16,28968.0,48,6,14,42,0,151.35,137,209,0,1,130.73,0,0.5,0.14,1,498,5,3494.1,3,5,0,0,0,1,69,0,0,37,2,30,898,2,False
135,110,81,13,11,1,14,63,10,56,17,0.08,1.65,68,0.57,13262.1,20,3,6,17,0,125.65,5,103,0,1,125.65,0,0.5,0.25,7,84,7,1715.8,1,2,0,0,0,1,28,0,0,15,1,3,409,1,False
34,18,13,3,2,0,14,63,10,56,4,0.17,1.0,12,0.06,775.33,6,2,0,4,0,185.19,4,17,0,1,135.19,0,0.0,0.62,0,6,1,185.57,0,3,0,0,0,0,4,0,0,1,0,1,58,1,False
511,436,229,103,51,32,24,172,10,56,20,0.0,4.95,254,4.63,269474.0,20,0,8,20,0,137.74,46,427,0,1,97.86,0,0.0,0.0,14,20,15,13887.1,0,1,0,0,0,0,99,0,0,19,0,41,2418,1,True
52,35,24,3,7,0,10,56,10,56,3,0.0,2.0,21,0.32,9533.52,3,0,2,3,0,111.74,0,32,0,1,111.74,0,0.0,0.0,1,3,3,954.26,0,0,0,0,0,0,6,0,0,3,0,0,197,1,True
39,19,12,0,7,0,13,61,10,56,2,0.0,1.5,8,0.09,1444.43,2,0,2,2,0,175.94,3,16,0,1,125.94,0,0.5,0.0,1,2,2,280.39,0,0,0,0,0,1,3,0,0,2,0,1,64,1,True
32,12,9,1,5,0,15,68,10,56,2,0.0,1.0,7,0.05,539.22,3,1,1,2,0,173.95,5,10,0,1,134.06,0,0.5,1.0,0,2,1,148.54,0,0,0,0,0,1,2,0,0,2,0,1,41,1,False
53,25,18,4,6,1,22,76,10,56,3,0.5,2.0,14,0.12,3029.59,4,1,2,3,0,124.96,13,22,0,1,124.72,0,0.5,0.67,0,4,4,359.4,0,2,0,0,0,1,6,0,0,1,0,5,87,1,False
38,14,10,0,5,0,19,71,10,56,2,0.0,1.0,7,0.07,744.05,2,0,2,2,0,133.2,9,11,0,1,132.96,0,0.5,0.0,0,2,1,196.45,0,0,0,0,0,1,2,0,0,2,0,3,49,1,False
202,169,119,30,22,4,11,69,10,56,15,0.04,2.73,143,1.81,76812.8,20,5,5,16,0,105.96,5,163,0,1,105.96,0,0.0,0.24,5,60,9,5439.58,0,3,0,0,1,0,41,0,1,12,0,5,1069,1,False
111,93,68,13,8,1,10,57,10,56,12,0.18,1.67,55,0.55,11987.0,15,3,10,12,0,124.8,1,82,0,1,124.8,0,0.5,0.17,3,50,4,1656.46,3,1,0,0,0,1,20,0,0,11,1,1,362,2,False
54,21,14,3,8,0,25,90,10,56,6,0.8,1.0,12,0.06,535.23,7,1,1,6,0,184.3,15,19,0,1,144.41,0,0.5,0.33,0,10,1,184.77,0,1,0,0,0,1,6,0,0,5,0,4,60,1,False
716,633,475,107,53,42,30,163,10,56,53,0.05,2.83,543,6.88,304270.0,73,20,8,54,0,153.86,62,624,0,1,103.86,0,0.5,0.09,21,1368,19,20645.8,9,9,0,0,1,1,150,0,1,44,1,51,3788,1,True
284,232,176,31,27,24,25,124,10,56,24,0.08,2.33,173,1.98,69884.4,33,9,6,24,0,162.0,39,225,0,1,112.0,0,0.5,0.19,15,212,11,5933.3,9,5,0,0,0,1,56,0,0,19,1,28,1190,1,False
240,157,121,16,24,16,59,226,10,56,21,0.02,1.67,115,1.19,29629.9,27,6,5,21,0,140.62,65,151,0,1,120.01,0,0.5,0.19,12,121,9,3584.96,8,6,0,0,0,1,35,0,0,15,1,29,795,1,False
77,56,46,8,11,0,10,56,10,56,9,0.0,1.0,44,0.35,7460.53,10,1,1,9,0,125.56,0,54,0,1,125.56,0,0.0,1.0,0,0,1,1045.33,0,0,0,0,0,0,9,0,0,9,1,0,268,1,False
247,208,154,31,29,18,10,82,10,56,25,0.08,2.2,146,1.73,59591.5,34,9,7,25,0,118.15,18,200,0,1,118.15,0,0.5,0.19,9,239,12,5194.35,9,4,0,0,0,1,55,0,0,21,1,18,1052,1,False
132,91,66,18,15,8,26,89,10,56,12,0.08,2.0,59,0.69,17363.4,18,6,6,12,0,163.38,24,84,0,1,123.49,0,0.5,0.24,2,44,5,2083.86,5,4,0,0,0,1,24,0,0,8,1,13,462,1,False
120,77,58,8,10,8,33,101,10,56,9,0.12,1.89,50,0.49,9524.07,12,3,6,9,0,141.58,31,70,0,1,120.96,0,0.5,0.44,3,16,4,1482.8,5,3,0,0,0,1,17,0,0,6,1,16,336,1,False
231,181,119,40,22,10,28,110,10,56,28,0.07,1.75,113,1.12,27149.9,33,5,7,28,0,174.89,28,173,0,1,124.89,0,0.5,0.13,7,322,9,3348.43,0,5,0,0,0,1,49,0,0,23,2,11,769,2,False
129,100,74,15,18,7,11,67,10,56,14,0.03,1.79,65,0.68,14783.7,17,3,7,14,0,124.6,8,92,0,1,124.6,0,0.5,0.36,5,46,4,2041.1,8,3,0,0,0,1,25,0,0,11,1,8,461,1,False
102,87,68,9,5,4,10,60,10,56,8,0.14,2.12,70,0.81,25504.7,10,2,6,9,0,109.55,4,80,0,1,109.55,0,0.5,0.62,0,0,8,2442.36,3,0,0,0,1,1,17,0,1,8,1,4,498,1,False
113,94,67,17,9,10,10,68,10,56,11,0.1,2.18,59,0.63,16526.9,14,3,6,11,0,119.73,10,87,0,1,119.73,0,0.5,0.42,2,29,8,1884.74,7,2,0,0,0,1,24,0,0,9,1,10,412,1,False
50,31,24,2,9,1,10,57,10,56,5,0.25,1.4,19,0.18,3352.41,6,1,4,5,0,130.87,1,26,0,1,130.87,0,0.5,0.8,1,2,3,544.16,5,1,0,0,0,1,7,0,0,4,1,1,133,1,False
53,34,24,2,9,1,10,57,10,56,5,0.25,1.4,19,0.18,3352.41,6,1,4,5,0,130.87,1,29,0,1,130.87,0,0.5,0.8,1,2,3,544.16,5,1,0,0,0,1,7,0,0,4,1,1,133,1,False
160,134,101,15,10,7,16,72,10,56,18,0.1,1.78,85,0.8,20772.8,21,3,6,18,0,124.3,13,127,0,1,124.3,0,0.5,0.24,7,62,7,2389.14,2,2,0,0,0,1,32,0,0,16,1,11,534,1,False
87,60,42,14,14,2,13,67,10,56,2,0.0,1.0,7,0.05,539.22,3,1,1,2,1,173.95,5,10,0,2,134.06,0,0.67,1.0,0,2,1,148.54,0,0,1,0,0,2,2,0,0,2,0,1,41,1,False
19,5,4,0,4,0,10,56,10,56,2,0.0,1.0,3,0.02,60.53,2,0,0,2,0,159.34,0,4,0,1,159.34,0,0.0,0.0,0,2,1,46.39,0,1,0,0,0,0,2,0,0,1,0,0,19,1,False
27,4,3,0,4,0,19,104,10,56,0,0.0,0.0,1,0.01,39.3,0,0,1,0,0,171.0,9,2,0,1,171.0,0,0.5,0.0,0,0,0,19.65,0,0,0,0,0,1,0,0,0,0,0,1,7,1,False
25,5,3,0,4,0,16,82,10,56,0,0.0,0.0,1,0.01,39.3,0,0,1,0,0,171.0,6,3,0,1,171.0,0,0.5,0.0,0,0,0,19.65,0,0,0,0,0,1,0,0,0,0,0,1,7,1,False
47,7,6,0,3,0,37,196,10,56,3,0.0,1.0,4,0.02,87.75,3,0,1,3,0,109.46,27,5,0,1,159.45,0,0.0,0.0,0,3,1,53.68,0,1,0,0,0,0,3,0,0,2,0,4,22,1,False
37,5,4,0,6,0,26,118,10,56,2,0.0,1.0,3,0.01,49.95,2,0,0,2,0,111.89,16,4,0,1,159.99,0,0.0,0.0,0,2,1,40.46,0,0,0,0,0,0,2,0,0,2,0,3,17,1,False
25,4,3,0,4,0,17,100,10,56,0,0.0,0.0,1,0.01,39.3,0,0,1,0,0,171.0,7,2,0,1,171.0,0,0.5,0.0,0,0,0,19.65,0,0,0,0,0,1,0,0,0,0,0,1,7,1,False
26,5,4,0,3,0,18,113,10,56,0,0.0,0.0,1,0.01,39.3,0,0,2,0,0,171.0,8,2,0,2,171.0,0,0.67,0.0,0,0,0,19.65,0,0,0,0,0,2,0,0,0,0,0,1,7,1,False
25,5,3,0,4,0,16,82,10,56,0,0.0,0.0,1,0.01,39.3,0,0,1,0,0,171.0,6,3,0,1,171.0,0,0.5,0.0,0,0,0,19.65,0,0,0,0,0,1,0,0,0,0,0,1,7,1,False
81,12,11,0,1,0,68,383,10,56,7,0.0,1.0,8,0.03,115.94,7,0,2,7,0,113.29,58,9,0,1,161.4,0,0.5,0.0,0,7,1,93.48,0,0,0,0,0,1,7,0,0,7,0,8,40,1,False
33,4,3,0,3,0,26,163,10,56,1,0.0,1.0,2,0.01,23.0,1,0,0,1,0,148.58,16,3,0,1,149.05,0,0.0,0.0,0,1,1,18.0,0,0,0,0,0,0,1,0,0,1,0,2,9,1,False
46,8,7,0,8,0,30,130,10,56,4,0.0,1.0,5,0.02,82.51,4,0,1,4,0,142.78,20,6,0,1,160.65,0,0.0,0.0,0,4,1,65.51,0,2,0,0,0,0,4,0,0,2,0,4,27,1,False
27,15,14,0,2,12,10,68,10,56,0,0.0,0.0,13,0.13,1357.16,12,12,0,0,0,171.0,12,14,0,1,171.0,0,0.0,0.0,0,0,0,381.47,0,0,0,0,0,0,0,0,0,0,0,12,77,1,True
96,63,62,0,15,58,18,148,10,56,0,0.0,0.0,61,1.23,22867.4,60,60,0,0,0,171.0,66,62,0,1,171.0,0,0.0,0.0,0,0,0,3681.89,0,0,0,0,0,0,0,0,0,0,0,59,544,1,False
22,7,6,0,1,4,14,67,10,56,0,0.0,0.0,5,0.04,368.22,4,4,0,0,0,171.0,8,6,0,1,171.0,0,0.0,0.0,0,0,0,113.3,0,0,0,0,0,0,0,0,0,0,0,5,29,1,False
36,13,12,0,5,3,18,93,10,56,6,3.0,1.0,10,0.07,610.59,9,3,1,6,0,205.19,11,11,0,1,155.19,0,0.0,0.0,0,6,1,205.39,0,3,0,0,0,0,6,0,0,3,0,4,64,1,False
239,64,59,0,26,14,149,694,10,56,37,17.0,1.0,55,0.57,7652.1,54,17,2,37,0,153.0,153,61,0,1,152.77,0,0.0,0.0,0,37,1,1719.93,0,6,0,0,0,0,37,0,0,31,0,40,436,1,False
42,24,23,0,5,5,13,75,10,56,10,8.0,1.0,19,0.15,1285.8,18,8,3,10,0,154.39,8,20,0,1,154.39,0,0.0,0.0,0,10,1,441.76,0,2,0,0,0,0,10,0,0,8,0,6,118,1,False
20,4,3,0,2,0,14,73,10,56,1,0.0,1.0,2,0.01,48.43,1,0,0,1,0,146.74,4,3,0,1,146.5,0,0.0,0.0,0,1,1,27.12,0,0,0,0,0,0,1,0,0,1,0,1,11,1,False
75,23,22,0,3,6,49,228,10,56,12,6.0,1.0,19,0.15,1219.44,18,6,2,12,0,175.81,45,20,0,1,155.2,0,0.0,0.0,0,12,1,437.05,0,4,0,0,0,0,12,0,0,8,0,19,128,1,False
37,16,15,0,7,3,14,66,10,56,6,5.0,1.0,12,0.09,751.58,11,5,2,6,0,193.25,7,13,0,1,143.25,0,0.0,0.0,0,6,1,269.92,0,0,0,0,0,0,6,0,0,6,0,4,75,1,False
32,12,11,0,6,2,14,65,10,56,6,2.0,1.0,9,0.06,424.83,8,2,1,6,0,206.43,6,10,0,1,156.43,0,0.0,0.0,0,6,1,173.81,0,2,0,0,0,0,6,0,0,4,0,3,57,1,False
32,14,13,0,4,3,14,66,10,56,6,3.0,1.0,10,0.07,581.55,9,3,2,6,0,205.36,7,11,0,1,155.36,0,0.0,0.0,0,6,1,218.09,0,3,0,0,0,0,6,0,0,3,0,4,67,1,False
54,9,8,0,2,0,43,186,10,56,5,0.0,1.0,6,0.03,129.02,5,0,1,5,0,127.66,33,7,0,1,159.88,0,0.0,0.0,0,5,1,82.13,0,1,0,0,0,0,5,0,0,4,0,6,33,1,False
66,11,10,0,2,0,53,216,10,56,8,0.0,1.0,9,0.03,116.48,8,0,0,8,0,143.97,43,10,0,1,161.84,0,0.0,0.0,0,8,1,101.65,0,0,0,0,0,0,8,0,0,8,0,9,44,1,False
59,13,12,0,4,1,42,183,10,56,6,1.0,1.0,8,0.04,261.35,7,1,3,6,1,140.22,33,9,1,1,158.09,0,0.5,0.0,0,6,1,126.73,0,2,0,0,0,1,6,0,0,4,0,8,45,1,False
24,4,3,0,3,0,17,89,10,56,1,0.0,1.0,2,0.01,65.41,1,0,0,1,0,103.18,7,3,0,1,145.47,0,0.0,0.0,0,1,1,35.61,0,0,0,0,0,0,1,0,0,1,0,2,13,1,False
69,10,9,0,2,0,57,279,10,56,6,0.0,1.0,7,0.05,321.29,6,0,1,6,0,115.1,47,8,0,1,157.39,0,0.0,0.0,0,6,1,160.65,0,0,0,0,0,0,6,0,0,6,0,7,54,1,False
80,16,15,0,4,2,60,274,10,56,5,6.0,1.0,12,0.12,1613.9,11,6,2,5,0,91.54,52,13,0,1,140.01,0,0.0,0.0,0,5,1,363.3,0,1,0,0,0,0,5,0,0,4,0,14,93,1,False
40,8,7,0,3,1,29,136,10,56,2,1.0,1.0,4,0.03,275.44,3,1,2,2,0,94.45,20,5,0,1,142.93,0,0.0,0.0,0,2,1,91.12,0,1,0,0,0,0,2,0,0,1,0,5,28,1,False
27,5,4,0,4,0,18,90,10,56,1,0.0,1.0,2,0.01,54.79,1,0,1,1,0,97.97,8,3,0,1,146.08,0,0.0,0.0,0,1,1,36.53,0,1,0,0,0,0,1,0,0,0,0,1,13,1,False
30,5,4,0,4,0,21,115,10,56,1,0.0,1.0,2,0.01,41.48,1,0,1,1,0,102.9,11,3,0,1,147.03,0,0.0,0.0,0,1,1,27.65,0,0,0,0,0,0,1,0,0,1,0,2,11,1,False
29,5,4,0,4,0,20,111,10,56,1,0.0,1.0,2,0.01,60.19,1,0,1,1,1,97.28,10,3,1,1,145.76,0,0.5,0.0,0,1,1,42.09,0,0,0,0,0,1,1,0,0,1,0,2,15,1,False
16,4,3,0,2,0,10,56,10,56,1,0.0,1.0,2,0.01,41.48,1,0,0,1,0,147.03,0,3,0,1,147.03,0,0.0,0.0,0,1,1,27.65,0,0,0,0,0,0,1,0,0,1,0,0,11,1,False
58,10,9,0,3,6,45,260,10,56,1,6.0,1.0,8,0.07,772.89,7,6,0,1,0,85.59,41,9,0,1,114.57,0,0.0,0.0,0,1,1,200.48,0,1,0,0,0,0,1,0,0,0,0,14,48,1,False
45,9,9,0,3,1,33,171,10,56,2,4.0,1.0,7,0.07,926.81,6,4,0,2,0,94.65,24,8,0,1,132.21,0,0.0,0.0,0,2,1,216.48,0,1,0,0,0,0,2,0,0,1,0,8,54,1,False
37,5,4,0,2,0,30,216,10,56,2,0.0,1.0,3,0.01,46.83,2,0,0,2,0,111.74,20,4,0,1,160.22,0,0.0,0.0,0,2,1,31.22,0,2,0,0,0,0,2,0,0,0,0,3,14,1,False
31,5,4,0,3,0,23,137,10,56,1,0.0,1.0,2,0.01,41.95,1,0,1,1,0,117.61,13,3,0,1,146.99,0,0.0,0.0,0,1,1,32.46,0,1,0,0,0,0,1,0,0,0,0,2,13,1,True
125,26,25,0,4,2,95,613,10,56,15,5.0,1.0,21,0.13,1004.17,20,5,3,15,0,138.75,87,22,0,1,156.62,0,0.0,0.0,0,15,1,400.09,0,4,0,0,0,0,15,0,0,11,0,14,127,1,False
50,10,10,0,2,1,38,184,10,56,3,4.0,1.0,8,0.08,1151.26,7,4,0,3,0,89.42,29,9,0,1,139.42,0,0.0,0.0,0,3,1,250.32,0,1,0,0,0,0,3,0,0,2,0,9,62,1,False
27,6,5,0,2,0,19,101,10,56,3,0.0,1.0,4,0.02,89.91,3,0,0,3,0,179.99,9,5,0,1,159.37,0,0.0,0.0,0,3,1,54.77,0,0,0,0,0,0,3,0,0,3,0,2,22,1,False
31,6,5,0,2,0,23,122,10,56,2,0.0,1.0,3,0.02,82.83,2,0,1,2,0,126.04,13,4,0,1,158.27,0,0.0,0.0,0,2,1,47.22,0,0,0,0,0,0,2,0,0,2,0,3,18,1,False
64,13,12,0,2,1,49,258,10,56,3,6.0,1.0,10,0.12,2121.54,9,6,0,3,0,101.38,40,12,0,1,130.76,0,0.0,0.0,0,3,1,364.21,0,0,0,0,0,0,3,0,0,3,0,11,83,1,False
49,8,7,0,5,0,36,206,10,56,4,0.0,1.0,5,0.02,91.26,4,0,1,4,0,128.08,26,6,0,1,160.3,0,0.0,0.0,0,4,1,58.34,0,2,0,0,0,0,4,0,0,2,0,5,25,1,False
41,5,4,0,2,0,34,201,10,56,2,0.0,1.0,3,0.02,96.32,2,0,0,2,0,120.19,24,4,0,1,157.75,0,0.0,0.0,0,2,1,58.82,0,1,0,0,0,0,2,0,0,1,0,3,21,1,False
22,3,2,0,2,0,17,105,10,56,0,0.0,0.0,1,0.01,31.02,0,0,0,0,0,171.0,7,2,0,1,171.0,0,0.0,0.0,0,0,0,15.51,0,0,0,0,0,0,0,0,0,0,0,1,6,1,False
30,9,8,0,4,1,17,84,10,56,4,1.0,1.0,6,0.03,194.92,5,1,1,4,0,197.59,8,7,0,1,157.71,0,0.0,0.0,0,4,1,92.97,0,1,0,0,0,0,4,0,0,3,0,3,33,1,False
51,12,11,0,3,2,36,184,10,56,5,2.0,1.0,8,0.05,525.75,7,2,2,5,1,137.21,28,9,1,1,155.08,0,0.0,0.0,0,5,1,158.34,0,3,0,0,0,0,5,0,0,2,0,9,50,1,False
39,7,6,0,2,0,30,147,10,56,4,0.0,1.0,5,0.02,93.72,4,0,0,4,0,142.34,20,6,0,1,160.21,0,0.0,0.0,0,4,1,62.48,0,2,0,0,0,0,4,0,0,2,0,5,26,1,False
40,5,4,0,2,0,33,193,10,56,2,0.0,1.0,3,0.01,46.83,2,0,0,2,0,116.09,23,4,0,1,160.22,0,0.0,0.0,0,2,1,31.22,0,0,0,0,0,0,2,0,0,2,0,3,14,1,False
47,7,6,0,2,0,38,209,10,56,4,0.0,1.0,5,0.03,124.44,4,0,0,4,0,116.95,28,6,0,1,159.24,0,0.0,0.0,0,4,1,77.79,0,1,0,0,0,0,4,0,0,3,0,5,30,1,False
31,5,4,0,2,0,24,134,10,56,1,0.0,1.0,2,0.01,52.92,1,0,1,1,0,126.06,14,3,0,1,146.2,0,0.0,0.0,0,1,1,30.46,0,0,0,0,0,0,1,0,0,1,0,2,12,1,False
35,6,5,0,3,0,26,140,10,56,3,0.0,1.0,4,0.02,76.31,3,0,0,3,0,142.06,16,5,0,1,159.93,0,0.0,0.0,0,3,1,50.87,0,1,0,0,0,0,3,0,0,2,0,3,21,1,False
46,25,22,0,8,3,13,72,10,56,16,3.0,1.0,20,0.14,892.73,19,3,1,16,0,157.25,6,23,0,1,157.25,0,0.0,0.0,0,16,1,407.68,0,2,0,0,0,0,16,0,0,14,0,4,134,1,False
31,10,9,0,3,2,18,92,10,56,4,2.0,1.0,7,0.04,329.06,6,2,1,4,0,195.8,10,8,0,1,155.92,0,0.0,0.0,0,4,1,134.31,0,2,0,0,0,0,4,0,0,2,0,3,43,1,False
38,21,20,0,4,5,13,74,10,56,12,5.0,1.0,18,0.12,904.13,17,5,1,12,0,156.22,8,19,0,1,156.22,0,0.0,0.0,0,12,1,345.84,0,0,0,0,0,0,12,0,0,12,0,6,108,1,True
28,7,6,0,3,0,18,90,10,56,3,0.0,1.0,4,0.02,76.43,3,0,1,3,0,199.81,8,5,0,1,159.93,0,0.0,0.0,0,3,1,53.97,0,1,0,0,0,0,3,0,0,2,0,1,22,1,False
38,8,7,0,4,0,26,128,10,56,4,0.0,1.0,5,0.02,86.33,4,0,1,4,0,160.73,16,6,0,1,160.49,0,0.0,0.0,0,4,1,58.07,0,1,0,0,0,0,4,0,0,3,0,3,25,1,False
41,10,9,0,4,0,27,115,10,56,4,0.0,1.0,5,0.02,98.83,4,0,3,4,1,160.27,17,6,1,1,160.03,0,0.5,0.0,0,4,1,63.22,0,1,0,0,0,1,4,0,0,3,0,4,26,1,False
31,8,7,0,5,1,18,91,10,56,3,1.0,1.0,5,0.03,186.92,4,1,1,3,0,177.48,9,6,0,1,156.87,0,0.0,0.0,0,3,1,84.97,0,1,0,0,0,0,3,0,0,2,0,2,29,1,False
27,10,9,0,3,2,14,64,10,56,4,2.0,1.0,7,0.04,329.06,6,2,1,4,0,205.92,6,8,0,1,155.92,0,0.0,0.0,0,4,1,134.31,0,1,0,0,0,0,4,0,0,3,0,3,43,1,False
30,10,9,0,6,2,14,64,10,56,4,2.0,1.0,7,0.04,329.06,6,2,1,4,0,205.92,6,8,0,1,155.92,0,0.0,0.0,0,4,1,134.31,0,2,0,0,0,0,4,0,0,2,0,3,43,1,False
52,31,30,0,3,7,18,97,10,56,18,7.0,1.0,26,0.18,1364.52,25,7,3,18,0,156.2,15,27,0,1,156.2,0,0.0,0.0,0,18,1,529.92,0,6,0,0,0,0,18,0,0,12,0,8,161,1,False
57,11,10,0,4,0,42,186,10,56,7,0.0,1.0,8,0.04,175.92,7,0,1,7,0,160.21,32,9,0,1,159.97,0,0.0,0.0,0,7,1,113.39,0,1,0,0,0,0,7,0,0,6,0,6,45,1,False
55,9,8,0,2,0,44,184,10,56,6,0.0,1.0,7,0.02,78.02,6,0,0,6,0,144.35,34,8,0,1,162.23,0,0.0,0.0,0,6,1,73.02,0,0,0,0,0,0,6,0,0,6,0,7,33,1,False
64,14,13,0,4,1,46,200,10,56,7,1.0,1.0,9,0.04,269.35,8,1,3,7,1,140.64,37,10,1,1,158.52,0,0.5,0.0,0,7,1,134.73,0,2,0,0,0,1,7,0,0,5,0,9,49,1,False
266,218,147,64,31,8,17,92,10,56,22,0.04,2.77,153,2.04,94880.6,32,10,7,22,1,113.12,15,210,1,1,113.12,0,0.5,0.14,6,174,12,6114.14,0,3,0,0,0,1,61,0,0,19,0,9,1179,1,True
50,31,24,5,9,0,10,56,10,56,6,0.16,1.5,22,0.2,4010.75,11,5,1,6,0,130.86,0,29,0,1,130.86,0,0.0,0.33,0,26,2,601.78,0,1,0,0,0,0,9,0,0,5,1,0,154,1,True
90,61,47,13,19,11,10,70,10,56,4,0.11,4.0,42,0.62,35025.9,7,3,4,4,0,142.22,11,56,0,1,102.33,0,0.0,0.42,1,0,7,1874.38,0,2,0,0,0,0,16,0,0,2,0,11,359,1,False
66,40,24,8,7,0,19,69,10,56,4,1.0,2.0,24,0.29,12079.5,5,1,2,4,0,154.3,9,37,0,1,114.41,0,0.0,0.25,0,6,5,867.43,0,0,0,0,0,0,8,0,0,4,1,3,176,2,True
427,360,225,81,42,16,25,129,10,56,36,0.01,2.31,215,2.73,94137.2,62,26,10,37,1,117.82,31,349,1,1,117.82,0,0.5,0.03,9,534,14,8180.26,3,6,0,0,1,1,83,0,1,30,1,29,1681,1,True
42,26,21,0,6,1,10,57,10,56,1,0.0,3.0,12,0.25,7814.02,1,0,5,1,0,149.84,1,20,0,1,99.84,0,0.0,0.0,0,1,3,736.06,0,0,0,0,0,0,3,0,0,1,0,1,133,1,False
188,156,117,35,20,3,12,71,10,56,21,0.01,1.76,107,1.17,31570.2,27,6,9,21,0,119.78,5,146,0,1,119.78,0,0.0,0.16,4,158,7,3519.64,0,5,0,0,0,0,37,0,0,16,0,5,759,1,True
129,94,70,23,5,2,30,119,10,56,8,0.0,2.88,82,1.22,69392.0,8,0,4,8,0,142.33,22,89,0,1,102.44,0,0.0,0.0,5,8,4,3673.24,0,1,0,0,0,0,23,0,0,7,0,5,737,1,False
